0 hermite_formula_-1.01_-0.99
10 hermite_formula_-1.01_-0.99
11 hermite_formula_-1.01_-0.99
12 hermite_formula_-1.01_-0.99
13 hermite_formula_-1.01_-0.99
14 hermite_formula_-1.01_-0.99
16 hermite_formula_-1.01_-0.99
17 hermite_formula_-1.01_-0.99
18 hermite_formula_-1.01_-0.99
1 hermite_formula_-1.01_-0.99
19 hermite_formula_-1.01_-0.99
2 hermite_formula_-1.01_-0.99
3 hermite_formula_-1.01_-0.99
4 hermite_formula_-1.01_-0.99
5 hermite_formula_-1.01_-0.99
6 hermite_formula_-1.01_-0.99
7 hermite_formula_-1.01_-0.99
9 hermite_formula_-1.01_-0.99
