"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:20:44 2019","BGRT","REL",0.0000000599,-0.0000001641,0.0000001490,0.0000001641,4,62
"Wed Jun  5 23:20:46 2019","BGRT","REL",0.0000029720,-0.0000349203,0.0000245280,0.0000349203,2,62
"Wed Jun  5 23:20:48 2019","BGRT","REL",0.0000000895,-0.0000002484,0.0000002832,0.0000002832,2,62
"Wed Jun  5 23:20:51 2019","BGRT","REL",0.0000003307,-0.0000008745,0.0000010321,0.0000010321,3,62
"Wed Jun  5 23:20:56 2019","BGRT","REL",0.0000002944,-0.0000008135,0.0000006964,0.0000008135,5,62
"Wed Jun  5 23:20:59 2019","BGRT","REL",0.0000000726,-0.0000002296,0.0000001793,0.0000002296,3,62
"Wed Jun  5 23:21:02 2019","BGRT","REL",0.0000001106,-0.0000003599,0.0000003370,0.0000003599,3,62
"Wed Jun  5 23:21:03 2019","BGRT","REL",0.0000037308,-0.0000147250,0.0000723171,0.0000723171,1,62
"Wed Jun  5 23:21:09 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,6,62
"Wed Jun  5 23:21:10 2019","BGRT","REL",0.0000000240,-0.0000000680,0.0000000509,0.0000000680,1,62
"Wed Jun  5 23:21:14 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,4,62
"Wed Jun  5 23:21:19 2019","BGRT","REL",0.0000000575,-0.0000001404,0.0000001758,0.0000001758,5,62
"Wed Jun  5 23:21:23 2019","BGRT","REL",0.0000000753,-0.0000002234,0.0000001972,0.0000002234,3,62
"Wed Jun  5 23:21:27 2019","BGRT","REL",0.0000023277,-0.0000505210,0.0000097367,0.0000505210,4,62
"Wed Jun  5 23:21:29 2019","BGRT","REL",0.0000000567,-0.0000001363,0.0000001395,0.0000001395,2,62
"Wed Jun  5 23:21:32 2019","BGRT","REL",0.0000000272,-0.0000000582,0.0000000574,0.0000000582,3,62
"Wed Jun  5 23:21:35 2019","BGRT","REL",0.0000000254,-0.0000000629,0.0000000632,0.0000000632,3,62
