0 hermite_formula_-1.05_-0.95
10 hermite_formula_-1.05_-0.95
11 hermite_formula_-1.05_-0.95
12 hermite_formula_-1.05_-0.95
13 hermite_formula_-1.05_-0.95
14 hermite_formula_-1.05_-0.95
16 hermite_formula_-1.05_-0.95
17 hermite_formula_-1.05_-0.95
18 hermite_formula_-1.05_-0.95
1 hermite_formula_-1.05_-0.95
19 hermite_formula_-1.05_-0.95
2 hermite_formula_-1.05_-0.95
3 hermite_formula_-1.05_-0.95
4 hermite_formula_-1.05_-0.95
5 hermite_formula_-1.05_-0.95
6 hermite_formula_-1.05_-0.95
7 hermite_formula_-1.05_-0.95
