"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:21:00 2019","BGRT","REL",0.0000000217,-0.0000000481,0.0000000572,0.0000000572,4,62
"Wed Jun  5 23:21:02 2019","BGRT","REL",0.0000000189,-0.0000000551,0.0000000419,0.0000000551,2,62
"Wed Jun  5 23:21:09 2019","BGRT","REL",0.0000000198,-0.0000000370,0.0000000377,0.0000000377,7,62
"Wed Jun  5 23:21:10 2019","BGRT","REL",0.0000000194,-0.0000000400,0.0000000422,0.0000000422,1,62
"Wed Jun  5 23:21:14 2019","BGRT","REL",0.0000000171,-0.0000000342,0.0000000349,0.0000000349,4,62
"Wed Jun  5 23:21:20 2019","BGRT","REL",0.0000000197,-0.0000000501,0.0000000519,0.0000000519,6,62
"Wed Jun  5 23:21:23 2019","BGRT","REL",0.0000000157,-0.0000000328,0.0000000329,0.0000000329,3,62
"Wed Jun  5 23:21:27 2019","BGRT","REL",0.0000000225,-0.0000000484,0.0000000574,0.0000000574,4,62
"Wed Jun  5 23:21:29 2019","BGRT","REL",0.0000000165,-0.0000000291,0.0000000303,0.0000000303,2,62
"Wed Jun  5 23:21:31 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 23:21:34 2019","BGRT","REL",0.0000000279,-0.0000000514,0.0000000521,0.0000000521,3,62
"Wed Jun  5 23:21:38 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Wed Jun  5 23:21:39 2019","BGRT","REL",0.0000000210,-0.0000000525,0.0000000504,0.0000000525,1,62
"Wed Jun  5 23:21:41 2019","BGRT","REL",0.0000000223,-0.0000000462,0.0000000448,0.0000000462,2,62
"Wed Jun  5 23:21:44 2019","BGRT","REL",0.0000000232,-0.0000000451,0.0000000464,0.0000000464,3,62
"Wed Jun  5 23:21:46 2019","BGRT","REL",0.0000000183,-0.0000000397,0.0000000366,0.0000000397,2,62
"Wed Jun  5 23:21:48 2019","BGRT","REL",0.0000000198,-0.0000000550,0.0000000434,0.0000000550,2,62
"Wed Jun  5 23:21:58 2019","BGRT","REL",0.0000000155,-0.0000000295,0.0000000275,0.0000000295,10,62
"Wed Jun  5 23:22:02 2019","BGRT","REL",0.0000000211,-0.0000000577,0.0000000506,0.0000000577,4,62
"Wed Jun  5 23:22:04 2019","BGRT","REL",0.0000000202,-0.0000000402,0.0000000402,0.0000000402,2,62
