0 hermite_formula_-100.000000_100.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 hermite_formula_-100.000000_100.000000,0.0000000193,-0.0000000443,0.0000000481,0.0000000481
11 hermite_formula_-100.000000_100.000000,0.0000000193,-0.0000000490,0.0000000482,0.0000000490
12 hermite_formula_-100.000000_100.000000,0.0000000203,-0.0000000550,0.0000000490,0.0000000550
13 hermite_formula_-100.000000_100.000000,0.0000000207,-0.0000000519,0.0000000543,0.0000000543
14 hermite_formula_-100.000000_100.000000,0.0000000224,-0.0000000473,0.0000000550,0.0000000550
15 hermite_formula_-100.000000_100.000000,0.0000000232,-0.0000000572,0.0000000520,0.0000000572
16 hermite_formula_-100.000000_100.000000,0.0000000246,-0.0000000578,0.0000000436,0.0000000578
17 hermite_formula_-100.000000_100.000000,0.0000000193,-0.0000000502,0.0000000460,0.0000000502
18 hermite_formula_-100.000000_100.000000,0.0000000211,-0.0000000525,0.0000000555,0.0000000555
1 hermite_formula_-100.000000_100.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 hermite_formula_-100.000000_100.000000,0.0000000236,-0.0000000586,0.0000000534,0.0000000586
2 hermite_formula_-100.000000_100.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 hermite_formula_-100.000000_100.000000,0.0000000203,-0.0000000574,0.0000000471,0.0000000574
4 hermite_formula_-100.000000_100.000000,0.0000000190,-0.0000000451,0.0000000537,0.0000000537
5 hermite_formula_-100.000000_100.000000,0.0000000194,-0.0000000411,0.0000000449,0.0000000449
6 hermite_formula_-100.000000_100.000000,0.0000000231,-0.0000000547,0.0000000521,0.0000000547
7 hermite_formula_-100.000000_100.000000,0.0000000261,-0.0000000491,0.0000000479,0.0000000491
8 hermite_formula_-100.000000_100.000000,0.0000000212,-0.0000000529,0.0000000446,0.0000000529
9 hermite_formula_-100.000000_100.000000,0.0000000118,-0.0000000546,0.0000000520,0.0000000546
,0.0000000147,-0.0000000499,0.0000000560,0.0000000560
