"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:16:46 2019","BGRT","REL",0.0000000245,-0.0000000517,0.0000000455,0.0000000517,4,62
"Wed Jun  5 23:16:48 2019","BGRT","REL",0.0000000219,-0.0000000481,0.0000000529,0.0000000529,2,62
"Wed Jun  5 23:16:51 2019","BGRT","REL",0.0000000239,-0.0000000465,0.0000000491,0.0000000491,3,62
"Wed Jun  5 23:16:53 2019","BGRT","REL",0.0000000203,-0.0000000479,0.0000000538,0.0000000538,2,62
"Wed Jun  5 23:16:56 2019","BGRT","REL",0.0000000252,-0.0000000446,0.0000000521,0.0000000521,3,62
"Wed Jun  5 23:16:58 2019","BGRT","REL",0.0000000162,-0.0000000314,0.0000000351,0.0000000351,2,62
"Wed Jun  5 23:17:01 2019","BGRT","REL",0.0000000215,-0.0000000479,0.0000000516,0.0000000516,3,62
"Wed Jun  5 23:17:07 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,6,62
"Wed Jun  5 23:17:12 2019","BGRT","REL",0.0000000189,-0.0000000445,0.0000000455,0.0000000455,5,62
"Wed Jun  5 23:17:19 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,7,62
"Wed Jun  5 23:17:21 2019","BGRT","REL",0.0000000176,-0.0000000481,0.0000000406,0.0000000481,2,62
"Wed Jun  5 23:17:28 2019","BGRT","REL",0.0000000239,-0.0000000421,0.0000000420,0.0000000421,7,62
"Wed Jun  5 23:17:30 2019","BGRT","REL",0.0000000253,-0.0000000518,0.0000000491,0.0000000518,2,62
"Wed Jun  5 23:17:35 2019","BGRT","REL",0.0000000254,-0.0000000491,0.0000000502,0.0000000502,5,62
"Wed Jun  5 23:17:37 2019","BGRT","REL",0.0000000217,-0.0000000531,0.0000000517,0.0000000531,2,62
"Wed Jun  5 23:17:41 2019","BGRT","REL",0.0000000242,-0.0000000536,0.0000000542,0.0000000542,4,62
"Wed Jun  5 23:17:43 2019","BGRT","REL",0.0000000202,-0.0000000358,0.0000000359,0.0000000359,2,62
