0 laguerre_formula_-1.1_-0.9
10 laguerre_formula_-1.1_-0.9
11 laguerre_formula_-1.1_-0.9
12 laguerre_formula_-1.1_-0.9
13 laguerre_formula_-1.1_-0.9
14 laguerre_formula_-1.1_-0.9
15 laguerre_formula_-1.1_-0.9
16 laguerre_formula_-1.1_-0.9
17 laguerre_formula_-1.1_-0.9
18 laguerre_formula_-1.1_-0.9
1 laguerre_formula_-1.1_-0.9
19 laguerre_formula_-1.1_-0.9
2 laguerre_formula_-1.1_-0.9
3 laguerre_formula_-1.1_-0.9
4 laguerre_formula_-1.1_-0.9
5 laguerre_formula_-1.1_-0.9
6 laguerre_formula_-1.1_-0.9
7 laguerre_formula_-1.1_-0.9
8 laguerre_formula_-1.1_-0.9
9 laguerre_formula_-1.1_-0.9
