0 hermite_formula_-0.001000_0.001000
10 hermite_formula_-0.001000_0.001000
11 hermite_formula_-0.001000_0.001000
12 hermite_formula_-0.001000_0.001000
13 hermite_formula_-0.001000_0.001000
14 hermite_formula_-0.001000_0.001000
15 hermite_formula_-0.001000_0.001000
16 hermite_formula_-0.001000_0.001000
17 hermite_formula_-0.001000_0.001000
18 hermite_formula_-0.001000_0.001000
1 hermite_formula_-0.001000_0.001000
19 hermite_formula_-0.001000_0.001000
2 hermite_formula_-0.001000_0.001000
3 hermite_formula_-0.001000_0.001000
4 hermite_formula_-0.001000_0.001000
5 hermite_formula_-0.001000_0.001000
6 hermite_formula_-0.001000_0.001000
7 hermite_formula_-0.001000_0.001000
8 hermite_formula_-0.001000_0.001000
9 hermite_formula_-0.001000_0.001000
