"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000614,0.0000000614,0.0000000614,0.0000000614
0.0001085876,0.0001085826,0.0001085926,0.0001085926
0.0000000512,-0.0000000512,-0.0000000512,0.0000000512
0.0000012626,-0.0000012627,-0.0000012626,0.0000012627
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000154,0.0000000154,0.0000000154,0.0000000154
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000002,-0.0000000002,-0.0000000002,0.0000000002
0.0000000249,0.0000000249,0.0000000249,0.0000000249
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000290,-0.0000000290,-0.0000000290,0.0000000290
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
90.0278418295,-90.0319367647,-90.0236666203,90.0319367647
0.0000000387,0.0000000387,0.0000000387,0.0000000387
0.9186473823,0.9186088573,0.9186932002,0.9186932002
0.0000000585,-0.0000000585,-0.0000000585,0.0000000585
0.0097728348,-0.0097733318,-0.0097724351,0.0097733318
