0 hermite_formula_-1.000000_1.000000
10 hermite_formula_-1.000000_1.000000
11 hermite_formula_-1.000000_1.000000
12 hermite_formula_-1.000000_1.000000
13 hermite_formula_-1.000000_1.000000
15 hermite_formula_-1.000000_1.000000
16 hermite_formula_-1.000000_1.000000
1 hermite_formula_-1.000000_1.000000
18 hermite_formula_-1.000000_1.000000
19 hermite_formula_-1.000000_1.000000
20 hermite_formula_-1.000000_1.000000
22 hermite_formula_-1.000000_1.000000
24 hermite_formula_-1.000000_1.000000
27 hermite_formula_-1.000000_1.000000
2 hermite_formula_-1.000000_1.000000
29 hermite_formula_-1.000000_1.000000
31 hermite_formula_-1.000000_1.000000
33 hermite_formula_-1.000000_1.000000
35 hermite_formula_-1.000000_1.000000
3 hermite_formula_-1.000000_1.000000
37 hermite_formula_-1.000000_1.000000
38 hermite_formula_-1.000000_1.000000
39 hermite_formula_-1.000000_1.000000
40 hermite_formula_-1.000000_1.000000
41 hermite_formula_-1.000000_1.000000
42 hermite_formula_-1.000000_1.000000
43 hermite_formula_-1.000000_1.000000
44 hermite_formula_-1.000000_1.000000
45 hermite_formula_-1.000000_1.000000
4 hermite_formula_-1.000000_1.000000
46 hermite_formula_-1.000000_1.000000
47 hermite_formula_-1.000000_1.000000
48 hermite_formula_-1.000000_1.000000
49 hermite_formula_-1.000000_1.000000
5 hermite_formula_-1.000000_1.000000
6 hermite_formula_-1.000000_1.000000
7 hermite_formula_-1.000000_1.000000
8 hermite_formula_-1.000000_1.000000
9 hermite_formula_-1.000000_1.000000
