"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:49:35 2019","BGRT","REL",0.0000000219,-0.0000000539,0.0000000538,0.0000000539,2,62
"Wed Jun  5 22:49:39 2019","BGRT","REL",0.0000000834,-0.0000005238,0.0000015285,0.0000015285,4,62
"Wed Jun  5 22:49:40 2019","BGRT","REL",0.0000000272,-0.0000000959,0.0000001027,0.0000001027,1,62
"Wed Jun  5 22:49:46 2019","BGRT","REL",0.0000000224,-0.0000000571,0.0000000549,0.0000000571,6,62
"Wed Jun  5 22:49:53 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,7,62
"Wed Jun  5 22:49:54 2019","BGRT","REL",0.0000000199,-0.0000000427,0.0000000436,0.0000000436,1,62
"Wed Jun  5 22:49:56 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 22:49:58 2019","BGRT","REL",0.0000000222,-0.0000000530,0.0000000584,0.0000000584,2,62
"Wed Jun  5 22:50:00 2019","BGRT","REL",0.0000000213,-0.0000000497,0.0000000497,0.0000000497,2,62
"Wed Jun  5 22:50:04 2019","BGRT","REL",0.0000000174,-0.0000000390,0.0000000441,0.0000000441,3,62
"Wed Jun  5 22:50:05 2019","BGRT","REL",0.0000000216,-0.0000000480,0.0000000456,0.0000000480,1,62
"Wed Jun  5 22:50:08 2019","BGRT","REL",0.0000000207,-0.0000000453,0.0000000534,0.0000000534,2,62
"Wed Jun  5 22:50:12 2019","BGRT","REL",0.0000000229,-0.0000000569,0.0000000551,0.0000000569,4,62
