0 laguerre_formula_-1000000.0000000_10000000.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000014,-0.0000000494,0.0000000000,0.0000000494
11 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000006,0.0000000000,0.0000000360,0.0000000360
12 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000002,0.0000000000,0.0000000141,0.0000000141
13 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000004,0.0000000000,0.0000000223,0.0000000223
14 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000003,0.0000000000,0.0000000201,0.0000000201
15 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000002,-0.0000000144,0.0000000000,0.0000000144
16 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000000,-0.0000000018,0.0000000000,0.0000000018
17 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000003,0.0000000000,0.0000000158,0.0000000158
18 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000003,0.0000000000,0.0000000216,0.0000000216
1 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000032,-0.0000000257,0.0000000430,0.0000000430
2 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000125,-0.0000000858,0.0000000623,0.0000000858
4 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000210,-0.0000000368,0.0000000571,0.0000000571
5 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000200,-0.0000000557,0.0000000531,0.0000000557
6 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000212,-0.0000000500,0.0000000485,0.0000000500
7 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000223,-0.0000000525,0.0000000578,0.0000000578
8 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000205,-0.0000000566,0.0000000432,0.0000000566
9 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000005,-0.0000000289,0.0000000000,0.0000000289
,0.0000000001,0.0000000000,0.0000000049,0.0000000049
