0 hermite_formula_-1000000000000.0000000_1000000000000.000000
10 hermite_formula_-1000000000000.0000000_1000000000000.000000
11 hermite_formula_-1000000000000.0000000_1000000000000.000000
12 hermite_formula_-1000000000000.0000000_1000000000000.000000
13 hermite_formula_-1000000000000.0000000_1000000000000.000000
14 hermite_formula_-1000000000000.0000000_1000000000000.000000
15 hermite_formula_-1000000000000.0000000_1000000000000.000000
16 hermite_formula_-1000000000000.0000000_1000000000000.000000
17 hermite_formula_-1000000000000.0000000_1000000000000.000000
18 hermite_formula_-1000000000000.0000000_1000000000000.000000
1 hermite_formula_-1000000000000.0000000_1000000000000.000000
19 hermite_formula_-1000000000000.0000000_1000000000000.000000
2 hermite_formula_-1000000000000.0000000_1000000000000.000000
3 hermite_formula_-1000000000000.0000000_1000000000000.000000
4 hermite_formula_-1000000000000.0000000_1000000000000.000000
5 hermite_formula_-1000000000000.0000000_1000000000000.000000
6 hermite_formula_-1000000000000.0000000_1000000000000.000000
7 hermite_formula_-1000000000000.0000000_1000000000000.000000
9 hermite_formula_-1000000000000.0000000_1000000000000.000000
