"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:31:38 2019","BGRT","REL",0.0000000235,-0.0000000549,0.0000000507,0.0000000549,2,62
"Wed Jun  5 22:31:46 2019","BGRT","REL",0.0000000265,-0.0000000548,0.0000000534,0.0000000548,8,62
"Wed Jun  5 22:31:48 2019","BGRT","REL",0.0000000157,-0.0000000370,0.0000000289,0.0000000370,2,62
"Wed Jun  5 22:32:02 2019","BGRT","REL",0.0000000235,-0.0000000410,0.0000000539,0.0000000539,14,62
"Wed Jun  5 22:32:11 2019","BGRT","REL",0.0000000220,-0.0000000551,0.0000000543,0.0000000551,9,62
"Wed Jun  5 22:32:13 2019","BGRT","REL",0.0000000225,-0.0000000446,0.0000000451,0.0000000451,2,62
"Wed Jun  5 22:32:35 2019","BGRT","REL",0.0000000251,-0.0000000511,0.0000000501,0.0000000511,22,62
"Wed Jun  5 22:32:37 2019","BGRT","REL",0.0000000197,-0.0000000414,0.0000000485,0.0000000485,2,62
"Wed Jun  5 22:32:52 2019","BGRT","REL",0.0000000167,-0.0000000364,0.0000000325,0.0000000364,14,62
"Wed Jun  5 22:32:58 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,6,62
"Wed Jun  5 22:33:03 2019","BGRT","REL",0.0000000186,-0.0000000389,0.0000000387,0.0000000389,3,62
"Wed Jun  5 22:33:07 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,4,62
"Wed Jun  5 22:33:10 2019","BGRT","REL",0.0000000230,-0.0000000536,0.0000000533,0.0000000536,3,62
"Wed Jun  5 22:33:12 2019","BGRT","REL",0.0000000163,-0.0000000291,0.0000000315,0.0000000315,2,62
"Wed Jun  5 22:33:18 2019","BGRT","REL",0.0000000206,-0.0000000449,0.0000000572,0.0000000572,6,62
"Wed Jun  5 22:33:22 2019","BGRT","REL",0.0000000194,-0.0000000385,0.0000000390,0.0000000390,4,62
"Wed Jun  5 22:33:26 2019","BGRT","REL",0.0000000236,-0.0000000513,0.0000000490,0.0000000513,4,62
"Wed Jun  5 22:33:31 2019","BGRT","REL",0.0000000147,-0.0000000305,0.0000000290,0.0000000305,5,62
"Wed Jun  5 22:33:36 2019","BGRT","REL",0.0000000215,-0.0000000421,0.0000000452,0.0000000452,5,62
"Wed Jun  5 22:33:42 2019","BGRT","REL",0.0000000182,-0.0000000500,0.0000000512,0.0000000512,6,62
