"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:40:27 2019","BGRT","REL",0.0000000191,-0.0000000507,0.0000000556,0.0000000556,4,62
"Wed Jun  5 22:40:30 2019","BGRT","REL",0.0000000212,-0.0000000399,0.0000000465,0.0000000465,3,62
"Wed Jun  5 22:40:32 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 22:40:34 2019","BGRT","REL",0.0000000234,-0.0000000550,0.0000000417,0.0000000550,2,62
"Wed Jun  5 22:40:37 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Wed Jun  5 22:40:40 2019","BGRT","REL",0.0000000231,-0.0000000550,0.0000000501,0.0000000550,3,62
"Wed Jun  5 22:40:42 2019","BGRT","REL",0.0000000197,-0.0000000476,0.0000000531,0.0000000531,2,62
"Wed Jun  5 22:40:44 2019","BGRT","REL",0.0000000203,-0.0000000560,0.0000000503,0.0000000560,2,62
"Wed Jun  5 22:40:47 2019","BGRT","REL",0.0000000239,-0.0000000481,0.0000000497,0.0000000497,3,62
"Wed Jun  5 22:40:49 2019","BGRT","REL",0.0000000238,-0.0000000472,0.0000000452,0.0000000472,2,62
"Wed Jun  5 22:41:04 2019","BGRT","REL",0.0000000232,-0.0000000534,0.0000000486,0.0000000534,15,62
