"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:39:54 2019","BGRT","REL",0.0000000241,-0.0000000528,0.0000000573,0.0000000573,2,62
"Wed Jun  5 23:39:55 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Wed Jun  5 23:40:00 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,5,62
"Wed Jun  5 23:40:06 2019","BGRT","REL",0.0000000004,-0.0000000266,0.0000000000,0.0000000266,6,62
"Wed Jun  5 23:40:07 2019","BGRT","REL",0.0000000005,0.0000000000,0.0000000322,0.0000000322,1,62
"Wed Jun  5 23:40:09 2019","BGRT","REL",0.0000000002,0.0000000000,0.0000000136,0.0000000136,2,62
"Wed Jun  5 23:40:15 2019","BGRT","REL",0.0000000009,-0.0000000477,0.0000000091,0.0000000477,6,62
"Wed Jun  5 23:40:21 2019","BGRT","REL",0.0000000028,-0.0000000335,0.0000000319,0.0000000335,6,62
"Wed Jun  5 23:40:23 2019","BGRT","REL",0.0000000072,-0.0000000467,0.0000000571,0.0000000571,2,62
"Wed Jun  5 23:40:25 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 23:40:27 2019","BGRT","REL",0.0000000233,-0.0000000457,0.0000000512,0.0000000512,2,62
"Wed Jun  5 23:40:29 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 23:40:31 2019","BGRT","REL",0.0000000195,-0.0000000485,0.0000000490,0.0000000490,2,62
"Wed Jun  5 23:40:33 2019","BGRT","REL",0.0000000177,-0.0000000429,0.0000000421,0.0000000429,2,62
"Wed Jun  5 23:40:38 2019","BGRT","REL",0.0000000203,-0.0000000446,0.0000000467,0.0000000467,5,62
"Wed Jun  5 23:40:41 2019","BGRT","REL",0.0000000235,-0.0000000512,0.0000000538,0.0000000538,3,62
"Wed Jun  5 23:40:48 2019","BGRT","REL",0.0000000210,-0.0000000506,0.0000000512,0.0000000512,7,62
"Wed Jun  5 23:40:55 2019","BGRT","REL",0.0000000218,-0.0000000444,0.0000000490,0.0000000490,7,62
"Wed Jun  5 23:41:00 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,5,62
"Wed Jun  5 23:41:06 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,6,62
