"Average Error","Error LB","Error UB","Abs. Worst"
0.0005802286,-0.0001045414,0.0353851793,0.0353851793
0.0000111477,-0.0000969592,0.0001835638,0.0001835638
0.0000311631,-0.0000700129,0.0015080427,0.0015080427
0.0000314786,-0.0006309623,0.0002787349,0.0006309623
0.0000104814,-0.0002794246,0.0000482710,0.0002794246
0.0000733105,-0.0023581954,0.0017827805,0.0023581954
0.0000113701,-0.0001153342,0.0001135774,0.0001153342
0.0001241758,-0.0002623871,0.0031314588,0.0031314588
0.0000990663,-0.0046447122,0.0003223931,0.0046447122
0.0000000078,-0.0000000553,0.0000000521,0.0000000553
0.0000592997,-0.0000801953,0.0022576103,0.0022576103
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000182058,-0.0007422337,0.0001651011,0.0007422337
0.0000164220,-0.0001825542,0.0004621418,0.0004621418
0.0000015651,-0.0000286789,0.0000195652,0.0000286789
0.0000000214,-0.0000000478,0.0000000556,0.0000000556
0.0000003314,-0.0000053128,0.0000051343,0.0000053128
0.0000000174,-0.0000000386,0.0000000476,0.0000000476
0.0001450080,-0.0022243818,0.0008821331,0.0022243818
0.0000603057,-0.0009290161,0.0002587791,0.0009290161
