"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Thu Jun  6 00:11:53 2019","BGRT","REL",0.0000000252,-0.0000000533,0.0000000518,0.0000000533,2,62
"Thu Jun  6 00:11:55 2019","BGRT","REL",0.0000000224,-0.0000000470,0.0000000462,0.0000000470,2,62
"Thu Jun  6 00:11:57 2019","BGRT","REL",0.0000000231,-0.0000000387,0.0000000526,0.0000000526,2,62
"Thu Jun  6 00:11:59 2019","BGRT","REL",0.0000000201,-0.0000000467,0.0000000488,0.0000000488,2,62
"Thu Jun  6 00:12:00 2019","BGRT","REL",0.0000000224,-0.0000000552,0.0000000511,0.0000000552,1,62
"Thu Jun  6 00:12:02 2019","BGRT","REL",0.0000000224,-0.0000000437,0.0000000481,0.0000000481,2,62
"Thu Jun  6 00:12:04 2019","BGRT","REL",0.0000000240,-0.0000000543,0.0000000509,0.0000000543,2,62
"Thu Jun  6 00:12:13 2019","BGRT","REL",0.0000000229,-0.0000000539,0.0000000499,0.0000000539,9,62
"Thu Jun  6 00:12:16 2019","BGRT","REL",0.0000000268,-0.0000000552,0.0000000454,0.0000000552,3,62
"Thu Jun  6 00:12:19 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Thu Jun  6 00:12:20 2019","BGRT","REL",0.0000000230,-0.0000000437,0.0000000480,0.0000000480,1,62
"Thu Jun  6 00:12:22 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Thu Jun  6 00:12:24 2019","BGRT","REL",0.0000000194,-0.0000000557,0.0000000504,0.0000000557,2,62
"Thu Jun  6 00:12:25 2019","BGRT","REL",0.0000000222,-0.0000000547,0.0000000410,0.0000000547,1,62
"Thu Jun  6 00:12:27 2019","BGRT","REL",0.0000000210,-0.0000000530,0.0000000425,0.0000000530,2,62
"Thu Jun  6 00:12:30 2019","BGRT","REL",0.0000000238,-0.0000000468,0.0000000538,0.0000000538,3,62
"Thu Jun  6 00:12:33 2019","BGRT","REL",0.0000000215,-0.0000000501,0.0000000419,0.0000000501,3,62
"Thu Jun  6 00:12:35 2019","BGRT","REL",0.0000000207,-0.0000000525,0.0000000503,0.0000000525,2,62
"Thu Jun  6 00:12:37 2019","BGRT","REL",0.0000000236,-0.0000000563,0.0000000539,0.0000000563,2,62
