0 legendre_formula_-10.000000_10.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 legendre_formula_-10.000000_10.000000,0.0000000252,-0.0000000533,0.0000000518,0.0000000533
11 legendre_formula_-10.000000_10.000000,0.0000000224,-0.0000000470,0.0000000462,0.0000000470
12 legendre_formula_-10.000000_10.000000,0.0000000231,-0.0000000387,0.0000000526,0.0000000526
13 legendre_formula_-10.000000_10.000000,0.0000000201,-0.0000000467,0.0000000488,0.0000000488
14 legendre_formula_-10.000000_10.000000,0.0000000224,-0.0000000552,0.0000000511,0.0000000552
15 legendre_formula_-10.000000_10.000000,0.0000000224,-0.0000000437,0.0000000481,0.0000000481
16 legendre_formula_-10.000000_10.000000,0.0000000240,-0.0000000543,0.0000000509,0.0000000543
17 legendre_formula_-10.000000_10.000000,0.0000000229,-0.0000000539,0.0000000499,0.0000000539
18 legendre_formula_-10.000000_10.000000,0.0000000268,-0.0000000552,0.0000000454,0.0000000552
1 legendre_formula_-10.000000_10.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 legendre_formula_-10.000000_10.000000,0.0000000230,-0.0000000437,0.0000000480,0.0000000480
2 legendre_formula_-10.000000_10.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 legendre_formula_-10.000000_10.000000,0.0000000194,-0.0000000557,0.0000000504,0.0000000557
4 legendre_formula_-10.000000_10.000000,0.0000000222,-0.0000000547,0.0000000410,0.0000000547
5 legendre_formula_-10.000000_10.000000,0.0000000210,-0.0000000530,0.0000000425,0.0000000530
6 legendre_formula_-10.000000_10.000000,0.0000000238,-0.0000000468,0.0000000538,0.0000000538
7 legendre_formula_-10.000000_10.000000,0.0000000215,-0.0000000501,0.0000000419,0.0000000501
8 legendre_formula_-10.000000_10.000000,0.0000000207,-0.0000000525,0.0000000503,0.0000000525
,0.0000000236,-0.0000000563,0.0000000539,0.0000000563
