0 laguerre_formula_-1000.000000_1000.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 laguerre_formula_-1000.000000_1000.000000,0.0000000208,-0.0000000551,0.0000000418,0.0000000551
11 laguerre_formula_-1000.000000_1000.000000,0.0000000229,-0.0000000537,0.0000000581,0.0000000581
12 laguerre_formula_-1000.000000_1000.000000,0.0000000214,-0.0000000452,0.0000000553,0.0000000553
13 laguerre_formula_-1000.000000_1000.000000,0.0000000241,-0.0000000476,0.0000000438,0.0000000476
14 laguerre_formula_-1000.000000_1000.000000,0.0000000181,-0.0000000449,0.0000000372,0.0000000449
15 laguerre_formula_-1000.000000_1000.000000,0.0000000237,-0.0000000481,0.0000000498,0.0000000498
16 laguerre_formula_-1000.000000_1000.000000,0.0000000195,-0.0000000500,0.0000000364,0.0000000500
17 laguerre_formula_-1000.000000_1000.000000,0.0000000210,-0.0000000557,0.0000000424,0.0000000557
18 laguerre_formula_-1000.000000_1000.000000,0.0000000219,-0.0000000466,0.0000000524,0.0000000524
1 laguerre_formula_-1000.000000_1000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 laguerre_formula_-1000.000000_1000.000000,0.0000000219,-0.0000000451,0.0000000486,0.0000000486
2 laguerre_formula_-1000.000000_1000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 laguerre_formula_-1000.000000_1000.000000,0.0000000222,-0.0000000476,0.0000000493,0.0000000493
4 laguerre_formula_-1000.000000_1000.000000,0.0000000201,-0.0000000528,0.0000000513,0.0000000528
5 laguerre_formula_-1000.000000_1000.000000,0.0000000198,-0.0000000443,0.0000000479,0.0000000479
6 laguerre_formula_-1000.000000_1000.000000,0.0000000196,-0.0000000442,0.0000000497,0.0000000497
7 laguerre_formula_-1000.000000_1000.000000,0.0000000240,-0.0000000545,0.0000000552,0.0000000552
8 laguerre_formula_-1000.000000_1000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9 laguerre_formula_-1000.000000_1000.000000,0.0000000199,-0.0000000477,0.0000000524,0.0000000524
,0.0000000225,-0.0000000512,0.0000000477,0.0000000512
