"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:16:26 2019","BGRT","REL",0.0000000269,-0.0000000556,0.0000000578,0.0000000578,6,62
"Wed Jun  5 23:16:36 2019","BGRT","REL",0.0000000229,-0.0000000578,0.0000000513,0.0000000578,10,62
"Wed Jun  5 23:16:40 2019","BGRT","REL",0.0000000248,-0.0000000588,0.0000000593,0.0000000593,4,62
"Wed Jun  5 23:16:43 2019","BGRT","REL",0.0000000270,-0.0000000586,0.0000000589,0.0000000589,3,62
"Wed Jun  5 23:16:46 2019","BGRT","REL",0.0000000266,-0.0000000575,0.0000000561,0.0000000575,3,62
"Wed Jun  5 23:16:49 2019","BGRT","REL",0.0000000264,-0.0000000586,0.0000000578,0.0000000586,3,62
"Wed Jun  5 23:16:51 2019","BGRT","REL",0.0000000260,-0.0000000581,0.0000000539,0.0000000581,2,62
"Wed Jun  5 23:16:54 2019","BGRT","REL",0.0000000234,-0.0000000574,0.0000000540,0.0000000574,3,62
"Wed Jun  5 23:17:01 2019","BGRT","REL",0.0000000236,-0.0000000590,0.0000000572,0.0000000590,7,62
"Wed Jun  5 23:17:08 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,7,62
"Wed Jun  5 23:17:14 2019","BGRT","REL",0.0000000241,-0.0000000474,0.0000000592,0.0000000592,6,62
"Wed Jun  5 23:17:20 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,6,62
"Wed Jun  5 23:17:22 2019","BGRT","REL",0.0000000244,-0.0000000525,0.0000000572,0.0000000572,2,62
"Wed Jun  5 23:17:32 2019","BGRT","REL",0.0000000252,-0.0000000576,0.0000000589,0.0000000589,10,62
"Wed Jun  5 23:17:36 2019","BGRT","REL",0.0000000266,-0.0000000592,0.0000000591,0.0000000592,3,62
"Wed Jun  5 23:17:38 2019","BGRT","REL",0.0000000279,-0.0000000590,0.0000000575,0.0000000590,2,62
"Wed Jun  5 23:17:44 2019","BGRT","REL",0.0000000243,-0.0000000591,0.0000000585,0.0000000591,6,62
"Wed Jun  5 23:17:49 2019","BGRT","REL",0.0000000262,-0.0000000442,0.0000000579,0.0000000579,5,62
"Wed Jun  5 23:17:52 2019","BGRT","REL",0.0000000235,-0.0000000585,0.0000000581,0.0000000585,2,62
"Wed Jun  5 23:17:56 2019","BGRT","REL",0.0000000253,-0.0000000571,0.0000000570,0.0000000571,4,62
