0 legendre_formula_-100.000000_100.000000
11 legendre_formula_-100.000000_100.000000
12 legendre_formula_-100.000000_100.000000
13 legendre_formula_-100.000000_100.000000
14 legendre_formula_-100.000000_100.000000
15 legendre_formula_-100.000000_100.000000
16 legendre_formula_-100.000000_100.000000
17 legendre_formula_-100.000000_100.000000
18 legendre_formula_-100.000000_100.000000
1 legendre_formula_-100.000000_100.000000
19 legendre_formula_-100.000000_100.000000
2 legendre_formula_-100.000000_100.000000
3 legendre_formula_-100.000000_100.000000
4 legendre_formula_-100.000000_100.000000
5 legendre_formula_-100.000000_100.000000
6 legendre_formula_-100.000000_100.000000
7 legendre_formula_-100.000000_100.000000
9 legendre_formula_-100.000000_100.000000
