"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:28:12 2019","BGRT","REL",0.0000000127,-0.0000000964,0.0000001343,0.0000001343,2,62
"Wed Jun  5 23:28:13 2019","BGRT","REL",0.0000000051,-0.0000003133,0.0000000000,0.0000003133,1,62
"Wed Jun  5 23:28:14 2019","BGRT","REL",0.0000000025,-0.0000001539,0.0000000000,0.0000001539,1,62
"Wed Jun  5 23:28:15 2019","BGRT","REL",0.0000000010,0.0000000000,0.0000000614,0.0000000614,1,62
"Wed Jun  5 23:28:21 2019","BGRT","REL",0.0000000062,-0.0000002670,0.0000001179,0.0000002670,6,62
"Wed Jun  5 23:28:23 2019","BGRT","REL",0.0000000063,-0.0000001094,0.0000000780,0.0000001094,2,62
"Wed Jun  5 23:28:24 2019","BGRT","REL",0.0000000041,-0.0000000328,0.0000000519,0.0000000519,1,62
"Wed Jun  5 23:28:25 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Wed Jun  5 23:28:26 2019","BGRT","REL",0.0000000370,-0.0000002141,0.0000001339,0.0000002141,1,62
"Wed Jun  5 23:28:28 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 23:28:29 2019","BGRT","REL",0.0000000609,-0.0000001699,0.0000002119,0.0000002119,1,62
"Wed Jun  5 23:28:30 2019","BGRT","REL",0.0000000488,-0.0000001273,0.0000001476,0.0000001476,1,62
"Wed Jun  5 23:28:31 2019","BGRT","REL",0.0000000214,-0.0000000476,0.0000000522,0.0000000522,1,62
"Wed Jun  5 23:28:34 2019","BGRT","REL",0.0000000213,-0.0000000547,0.0000000537,0.0000000547,3,62
"Wed Jun  5 23:28:35 2019","BGRT","REL",0.0000000209,-0.0000000416,0.0000000536,0.0000000536,1,62
"Wed Jun  5 23:28:37 2019","BGRT","REL",0.0000000214,-0.0000000557,0.0000001066,0.0000001066,2,62
"Wed Jun  5 23:28:38 2019","BGRT","REL",0.0000000078,-0.0000004857,0.0000000000,0.0000004857,1,62
