"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Tue May 28 16:45:46 2019","BGRT","REL",0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:47 2019","BGRT","REL",0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:48 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:49 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:50 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:51 2019","BGRT","REL",0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:52 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:53 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:55 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Tue May 28 16:45:57 2019","BGRT","REL",0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,2,62
"Tue May 28 16:45:58 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:45:59 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:46:00 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:46:01 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:46:02 2019","BGRT","REL",0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,1,62
"Tue May 28 16:46:04 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:46:05 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Tue May 28 16:46:07 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Tue May 28 16:46:08 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
