0 hermite_formula_-0.100000_0.100000
10 hermite_formula_-0.100000_0.100000
11 hermite_formula_-0.100000_0.100000
12 hermite_formula_-0.100000_0.100000
13 hermite_formula_-0.100000_0.100000
14 hermite_formula_-0.100000_0.100000
15 hermite_formula_-0.100000_0.100000
16 hermite_formula_-0.100000_0.100000
17 hermite_formula_-0.100000_0.100000
18 hermite_formula_-0.100000_0.100000
1 hermite_formula_-0.100000_0.100000
19 hermite_formula_-0.100000_0.100000
2 hermite_formula_-0.100000_0.100000
3 hermite_formula_-0.100000_0.100000
4 hermite_formula_-0.100000_0.100000
5 hermite_formula_-0.100000_0.100000
6 hermite_formula_-0.100000_0.100000
7 hermite_formula_-0.100000_0.100000
8 hermite_formula_-0.100000_0.100000
9 hermite_formula_-0.100000_0.100000
