0 laguerre_formula_-1000000.0000000_10000000.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000020,-0.0000000294,0.0000000220,0.0000000294
11 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000003,0.0000000000,0.0000000201,0.0000000201
12 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000007,-0.0000000422,0.0000000000,0.0000000422
13 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000003,0.0000000000,0.0000000193,0.0000000193
14 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000001,-0.0000000064,0.0000000000,0.0000000064
15 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000001,-0.0000000083,0.0000000000,0.0000000083
16 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000000,0.0000000000,0.0000000013,0.0000000013
17 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000002,-0.0000000121,0.0000000000,0.0000000121
18 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000004,-0.0000000150,0.0000000000,0.0000000150
1 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000066,-0.0000000376,0.0000000409,0.0000000409
2 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000215,-0.0000000457,0.0000000475,0.0000000475
4 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000242,-0.0000000517,0.0000000502,0.0000000517
5 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000213,-0.0000000494,0.0000000574,0.0000000574
6 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000206,-0.0000000476,0.0000000471,0.0000000476
7 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000214,-0.0000000411,0.0000000491,0.0000000491
8 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9 laguerre_formula_-1000000.0000000_10000000.000000,0.0000000002,-0.0000000134,0.0000000000,0.0000000134
,0.0000000001,0.0000000000,0.0000000070,0.0000000070
