0 hermite_formula_-1000.000000_1000.000000,"Average Error","Error LB","Error UB","Abs. Worst"
11 hermite_formula_-1000.000000_1000.000000,0.0000000197,-0.0000000484,0.0000000480,0.0000000484
12 hermite_formula_-1000.000000_1000.000000,0.0000000021,-0.0000000232,0.0000000230,0.0000000232
13 hermite_formula_-1000.000000_1000.000000,0.0000000049,-0.0000000369,0.0000000485,0.0000000485
14 hermite_formula_-1000.000000_1000.000000,0.0000000066,-0.0000000525,0.0000000372,0.0000000525
15 hermite_formula_-1000.000000_1000.000000,0.0000000107,-0.0000000408,0.0000000447,0.0000000447
16 hermite_formula_-1000.000000_1000.000000,0.0000000148,-0.0000000476,0.0000000420,0.0000000476
17 hermite_formula_-1000.000000_1000.000000,0.0000000200,-0.0000000506,0.0000000489,0.0000000506
18 hermite_formula_-1000.000000_1000.000000,0.0000000241,-0.0000000458,0.0000000574,0.0000000574
1 hermite_formula_-1000.000000_1000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 hermite_formula_-1000.000000_1000.000000,0.0000000233,-0.0000000484,0.0000000533,0.0000000533
2 hermite_formula_-1000.000000_1000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 hermite_formula_-1000.000000_1000.000000,0.0000000211,-0.0000000538,0.0000000564,0.0000000564
4 hermite_formula_-1000.000000_1000.000000,0.0000000197,-0.0000000561,0.0000000369,0.0000000561
5 hermite_formula_-1000.000000_1000.000000,0.0000000193,-0.0000000523,0.0000000382,0.0000000523
6 hermite_formula_-1000.000000_1000.000000,0.0000000193,-0.0000000512,0.0000000424,0.0000000512
7 hermite_formula_-1000.000000_1000.000000,0.0000000211,-0.0000000531,0.0000000505,0.0000000531
9 hermite_formula_-1000.000000_1000.000000,0.0000000201,-0.0000000511,0.0000000534,0.0000000534
,0.0000000000,0.0000000000,0.0000000023,0.0000000023
