"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:36:15 2019","BGRT","REL",0.0005477476,-0.0051898855,0.0047199658,0.0051898855,2,62
"Wed Jun  5 23:36:17 2019","BGRT","REL",0.0003511800,-0.0038584753,0.0129636837,0.0129636837,2,62
"Wed Jun  5 23:36:27 2019","BGRT","REL",0.0000036752,-0.0000355102,0.0000289716,0.0000355102,10,62
"Wed Jun  5 23:36:30 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Wed Jun  5 23:36:32 2019","BGRT","REL",0.0000000204,-0.0000000456,0.0000000446,0.0000000456,2,62
"Wed Jun  5 23:36:35 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Wed Jun  5 23:36:38 2019","BGRT","REL",0.0000002681,-0.0000013442,0.0000012961,0.0000013442,3,62
"Wed Jun  5 23:36:40 2019","BGRT","REL",0.0000008826,-0.0000037342,0.0000156055,0.0000156055,2,62
"Wed Jun  5 23:36:43 2019","BGRT","REL",0.0000000216,-0.0000000420,0.0000000464,0.0000000464,2,62
"Wed Jun  5 23:36:44 2019","BGRT","REL",0.0000001888,-0.0000006474,0.0000006897,0.0000006897,1,62
"Wed Jun  5 23:36:46 2019","BGRT","REL",0.0000000219,-0.0000000548,0.0000000475,0.0000000548,2,62
"Wed Jun  5 23:36:48 2019","BGRT","REL",0.0000000218,-0.0000000831,0.0000000683,0.0000000831,2,62
