"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:14:47 2019","BGRT","REL",0.0000000235,-0.0000000549,0.0000000507,0.0000000549,3,62
"Wed Jun  5 23:14:51 2019","BGRT","REL",0.0000000265,-0.0000000548,0.0000000534,0.0000000548,4,62
"Wed Jun  5 23:14:54 2019","BGRT","REL",0.0000000156,-0.0000000331,0.0000000317,0.0000000331,3,62
"Wed Jun  5 23:14:56 2019","BGRT","REL",0.0000000235,-0.0000000410,0.0000000539,0.0000000539,2,62
"Wed Jun  5 23:15:07 2019","BGRT","REL",0.0000000220,-0.0000000551,0.0000000543,0.0000000551,11,62
"Wed Jun  5 23:15:12 2019","BGRT","REL",0.0000000225,-0.0000000446,0.0000000451,0.0000000451,5,62
"Wed Jun  5 23:15:24 2019","BGRT","REL",0.0000000251,-0.0000000511,0.0000000501,0.0000000511,12,62
"Wed Jun  5 23:15:28 2019","BGRT","REL",0.0000000197,-0.0000000414,0.0000000485,0.0000000485,4,62
"Wed Jun  5 23:15:32 2019","BGRT","REL",0.0000000167,-0.0000000334,0.0000000352,0.0000000352,4,62
"Wed Jun  5 23:15:37 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,5,62
"Wed Jun  5 23:15:39 2019","BGRT","REL",0.0000000186,-0.0000000377,0.0000000377,0.0000000377,2,62
"Wed Jun  5 23:15:43 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,4,62
"Wed Jun  5 23:15:46 2019","BGRT","REL",0.0000000230,-0.0000000536,0.0000000533,0.0000000536,3,62
"Wed Jun  5 23:15:49 2019","BGRT","REL",0.0000000163,-0.0000000291,0.0000000315,0.0000000315,3,62
"Wed Jun  5 23:15:53 2019","BGRT","REL",0.0000000206,-0.0000000449,0.0000000572,0.0000000572,4,62
"Wed Jun  5 23:16:03 2019","BGRT","REL",0.0000000194,-0.0000000385,0.0000000390,0.0000000390,10,62
"Wed Jun  5 23:16:08 2019","BGRT","REL",0.0000000236,-0.0000000513,0.0000000490,0.0000000513,5,62
"Wed Jun  5 23:16:12 2019","BGRT","REL",0.0000000147,-0.0000000296,0.0000000301,0.0000000301,4,62
"Wed Jun  5 23:16:18 2019","BGRT","REL",0.0000000215,-0.0000000421,0.0000000452,0.0000000452,6,62
"Wed Jun  5 23:16:20 2019","BGRT","REL",0.0000000182,-0.0000000500,0.0000000512,0.0000000512,2,62
