"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:35:11 2019","BGRT","REL",0.0000000208,-0.0000000448,0.0000000501,0.0000000501,9,62
"Wed Jun  5 23:35:13 2019","BGRT","REL",0.0000000215,-0.0000000445,0.0000000485,0.0000000485,2,62
"Wed Jun  5 23:35:16 2019","BGRT","REL",0.0000000203,-0.0000000413,0.0000000418,0.0000000418,3,62
"Wed Jun  5 23:35:19 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Wed Jun  5 23:35:23 2019","BGRT","REL",0.0000000200,-0.0000000462,0.0000000386,0.0000000462,4,62
"Wed Jun  5 23:35:29 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,4,62
"Wed Jun  5 23:35:36 2019","BGRT","REL",0.0000000261,-0.0000000506,0.0000000490,0.0000000506,6,62
"Wed Jun  5 23:35:53 2019","BGRT","REL",0.0000000197,-0.0000000452,0.0000000530,0.0000000530,17,62
"Wed Jun  5 23:36:01 2019","BGRT","REL",0.0000000216,-0.0000000420,0.0000000464,0.0000000464,8,62
"Wed Jun  5 23:36:07 2019","BGRT","REL",0.0000000219,-0.0000000554,0.0000000575,0.0000000575,3,62
"Wed Jun  5 23:36:18 2019","BGRT","REL",0.0000000219,-0.0000000548,0.0000000475,0.0000000548,11,62
"Wed Jun  5 23:36:29 2019","BGRT","REL",0.0000000201,-0.0000000512,0.0000000492,0.0000000512,10,62
