"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:41:30 2019","BGRT","REL",0.0000000217,-0.0000000481,0.0000000572,0.0000000572,3,62
"Wed Jun  5 22:41:34 2019","BGRT","REL",0.0000000189,-0.0000000551,0.0000000419,0.0000000551,4,62
"Wed Jun  5 22:41:37 2019","BGRT","REL",0.0000000198,-0.0000000370,0.0000000377,0.0000000377,3,62
"Wed Jun  5 22:41:40 2019","BGRT","REL",0.0000000194,-0.0000000400,0.0000000422,0.0000000422,3,62
"Wed Jun  5 22:41:54 2019","BGRT","REL",0.0000000171,-0.0000000342,0.0000000349,0.0000000349,4,62
"Wed Jun  5 22:42:14 2019","BGRT","REL",0.0000000197,-0.0000000501,0.0000000519,0.0000000519,20,62
"Wed Jun  5 22:42:24 2019","BGRT","REL",0.0000000157,-0.0000000328,0.0000000329,0.0000000329,8,62
"Wed Jun  5 22:42:32 2019","BGRT","REL",0.0000000225,-0.0000000484,0.0000000574,0.0000000574,8,62
"Wed Jun  5 22:42:35 2019","BGRT","REL",0.0000000165,-0.0000000291,0.0000000303,0.0000000303,3,62
"Wed Jun  5 22:42:38 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Wed Jun  5 22:42:43 2019","BGRT","REL",0.0000000279,-0.0000000514,0.0000000521,0.0000000521,5,62
"Wed Jun  5 22:42:45 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 22:42:50 2019","BGRT","REL",0.0000000210,-0.0000000525,0.0000000504,0.0000000525,5,62
"Wed Jun  5 22:42:54 2019","BGRT","REL",0.0000000223,-0.0000000462,0.0000000448,0.0000000462,4,62
"Wed Jun  5 22:42:58 2019","BGRT","REL",0.0000000232,-0.0000000451,0.0000000464,0.0000000464,4,62
"Wed Jun  5 22:43:03 2019","BGRT","REL",0.0000000183,-0.0000000397,0.0000000366,0.0000000397,5,62
"Wed Jun  5 22:43:08 2019","BGRT","REL",0.0000000198,-0.0000000550,0.0000000434,0.0000000550,5,62
"Wed Jun  5 22:43:16 2019","BGRT","REL",0.0000000155,-0.0000000295,0.0000000275,0.0000000295,6,62
"Wed Jun  5 22:43:22 2019","BGRT","REL",0.0000000211,-0.0000000577,0.0000000506,0.0000000577,6,62
"Wed Jun  5 22:43:30 2019","BGRT","REL",0.0000000202,-0.0000000402,0.0000000402,0.0000000402,8,62
