"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:46:46 2019","BGRT","REL",0.0000019468,-0.0000037846,0.0000045088,0.0000045088,1,62
"Wed Jun  5 22:46:48 2019","BGRT","REL",0.0000695865,-0.0003017151,0.0002129159,0.0003017151,2,62
"Wed Jun  5 22:46:51 2019","BGRT","REL",0.0000004490,-0.0000010678,0.0000009379,0.0000010678,3,62
"Wed Jun  5 22:46:53 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 22:46:59 2019","BGRT","REL",0.0000006435,-0.0000012281,0.0000015144,0.0000015144,6,62
"Wed Jun  5 22:47:02 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,3,62
"Wed Jun  5 22:47:07 2019","BGRT","REL",0.0000001535,-0.0000003000,0.0000003893,0.0000003893,5,62
"Wed Jun  5 22:47:12 2019","BGRT","REL",0.0000003224,-0.0000007544,0.0000007535,0.0000007544,5,62
"Wed Jun  5 22:47:17 2019","BGRT","REL",0.0000000287,-0.0000000576,0.0000000577,0.0000000577,5,62
"Wed Jun  5 22:47:20 2019","BGRT","REL",0.0000000915,-0.0000002132,0.0000002168,0.0000002168,3,62
"Wed Jun  5 22:47:27 2019","BGRT","REL",0.0000000574,-0.0000001655,0.0000001828,0.0000001828,7,62
"Wed Jun  5 22:47:29 2019","BGRT","REL",0.0000000308,-0.0000000755,0.0000000851,0.0000000851,2,62
