"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:29:55 2019","BGRT","REL",0.0000000270,-0.0000000706,0.0000000566,0.0000000706,2,62
"Wed Jun  5 23:29:58 2019","BGRT","REL",0.0000000277,-0.0000000638,0.0000000693,0.0000000693,3,62
"Wed Jun  5 23:30:01 2019","BGRT","REL",0.0000000252,-0.0000000716,0.0000000691,0.0000000716,3,62
"Wed Jun  5 23:30:06 2019","BGRT","REL",0.0000000241,-0.0000000727,0.0000000619,0.0000000727,5,62
"Wed Jun  5 23:30:08 2019","BGRT","REL",0.0000000248,-0.0000000668,0.0000000657,0.0000000668,2,62
"Wed Jun  5 23:30:11 2019","BGRT","REL",0.0000000242,-0.0000000657,0.0000000524,0.0000000657,3,62
"Wed Jun  5 23:30:14 2019","BGRT","REL",0.0000000231,-0.0000000688,0.0000000528,0.0000000688,3,62
"Wed Jun  5 23:30:16 2019","BGRT","REL",0.0000000266,-0.0000000679,0.0000000632,0.0000000679,2,62
"Wed Jun  5 23:30:19 2019","BGRT","REL",0.0000000268,-0.0000000836,0.0000000595,0.0000000836,3,62
"Wed Jun  5 23:30:29 2019","BGRT","REL",0.0000000221,-0.0000000596,0.0000000584,0.0000000596,10,62
"Wed Jun  5 23:30:35 2019","BGRT","REL",0.0000000271,-0.0000000791,0.0000000712,0.0000000791,6,62
"Wed Jun  5 23:30:43 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,8,62
"Wed Jun  5 23:30:48 2019","BGRT","REL",0.0000000630,-0.0000003287,0.0000002162,0.0000003287,5,62
"Wed Jun  5 23:30:52 2019","BGRT","REL",0.0000000271,-0.0000000534,0.0000000485,0.0000000534,4,62
"Wed Jun  5 23:30:55 2019","BGRT","REL",0.0000000225,-0.0000000505,0.0000000550,0.0000000550,3,62
"Wed Jun  5 23:30:59 2019","BGRT","REL",0.0000000218,-0.0000000526,0.0000000486,0.0000000526,4,62
"Wed Jun  5 23:31:02 2019","BGRT","REL",0.0000000206,-0.0000000430,0.0000000472,0.0000000472,3,62
"Wed Jun  5 23:31:05 2019","BGRT","REL",0.0000000153,-0.0000000337,0.0000000331,0.0000000337,3,62
"Wed Jun  5 23:31:11 2019","BGRT","REL",0.0000000268,-0.0000000717,0.0000000723,0.0000000723,5,62
"Wed Jun  5 23:31:14 2019","BGRT","REL",0.0000000264,-0.0000000874,0.0000000617,0.0000000874,3,62
