0 hermite_formula_-1.000000_1.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 hermite_formula_-1.000000_1.000000,0.0000000218,-0.0000000515,0.0000000484,0.0000000515
11 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16 hermite_formula_-1.000000_1.000000,0.0000000220,-0.0000000500,0.0000000445,0.0000000500
1 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
18 hermite_formula_-1.000000_1.000000,0.0000000235,-0.0000000501,0.0000000510,0.0000000510
19 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
20 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
22 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
24 hermite_formula_-1.000000_1.000000,0.0000000226,-0.0000000443,0.0000000517,0.0000000517
27 hermite_formula_-1.000000_1.000000,0.0000000232,-0.0000000494,0.0000000511,0.0000000511
2 hermite_formula_-1.000000_1.000000,0.0000000217,-0.0000000552,0.0000000469,0.0000000552
29 hermite_formula_-1.000000_1.000000,0.0000000209,-0.0000000535,0.0000000516,0.0000000535
31 hermite_formula_-1.000000_1.000000,0.0000000178,-0.0000000413,0.0000000457,0.0000000457
33 hermite_formula_-1.000000_1.000000,0.0000000232,-0.0000000530,0.0000000384,0.0000000530
35 hermite_formula_-1.000000_1.000000,0.0000000173,-0.0000000451,0.0000000411,0.0000000451
3 hermite_formula_-1.000000_1.000000,0.0000000234,-0.0000000483,0.0000000537,0.0000000537
37 hermite_formula_-1.000000_1.000000,0.0000000243,-0.0000000429,0.0000000437,0.0000000437
38 hermite_formula_-1.000000_1.000000,0.0000000203,-0.0000000456,0.0000000335,0.0000000456
39 hermite_formula_-1.000000_1.000000,0.0000000212,-0.0000000512,0.0000000415,0.0000000512
40 hermite_formula_-1.000000_1.000000,0.0000000255,-0.0000000560,0.0000000513,0.0000000560
41 hermite_formula_-1.000000_1.000000,0.0000000235,-0.0000000551,0.0000000490,0.0000000551
42 hermite_formula_-1.000000_1.000000,0.0000000205,-0.0000000431,0.0000000446,0.0000000446
43 hermite_formula_-1.000000_1.000000,0.0000000195,-0.0000000515,0.0000000441,0.0000000515
44 hermite_formula_-1.000000_1.000000,0.0000000215,-0.0000000519,0.0000000473,0.0000000519
45 hermite_formula_-1.000000_1.000000,0.0000000230,-0.0000000378,0.0000000529,0.0000000529
4 hermite_formula_-1.000000_1.000000,0.0000000196,-0.0000000511,0.0000000503,0.0000000511
46 hermite_formula_-1.000000_1.000000,0.0000000204,-0.0000000411,0.0000000482,0.0000000482
47 hermite_formula_-1.000000_1.000000,0.0000000219,-0.0000000545,0.0000000523,0.0000000545
48 hermite_formula_-1.000000_1.000000,0.0000000231,-0.0000000481,0.0000000519,0.0000000519
49 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9 hermite_formula_-1.000000_1.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
,0.0000000000,0.0000000000,0.0000000000,0.0000000000
