"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:35:42 2019","BGRT","REL",0.0000000522,-0.0000001163,0.0000001073,0.0000001163,4,62
"Wed Jun  5 22:35:47 2019","BGRT","REL",0.0000012749,-0.0000054993,0.0000031549,0.0000054993,5,62
"Wed Jun  5 22:35:56 2019","BGRT","REL",0.0000001121,-0.0000003187,0.0000003052,0.0000003187,9,62
"Wed Jun  5 22:35:58 2019","BGRT","REL",0.0000003852,-0.0000011261,0.0000010517,0.0000011261,2,62
"Wed Jun  5 22:35:59 2019","BGRT","REL",0.0000003195,-0.0000009040,0.0000009110,0.0000009110,1,62
"Wed Jun  5 22:36:08 2019","BGRT","REL",0.0000000574,-0.0000001417,0.0000001420,0.0000001420,8,62
"Wed Jun  5 22:36:10 2019","BGRT","REL",0.0000000575,-0.0000001734,0.0000001440,0.0000001734,2,62
"Wed Jun  5 22:36:15 2019","BGRT","REL",0.0000005495,-0.0000017848,0.0000014573,0.0000017848,5,62
"Wed Jun  5 22:36:22 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,7,62
"Wed Jun  5 22:36:26 2019","BGRT","REL",0.0000000172,-0.0000000384,0.0000000379,0.0000000384,4,62
"Wed Jun  5 22:36:28 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,2,62
"Wed Jun  5 22:36:30 2019","BGRT","REL",0.0000000826,-0.0000002569,0.0000002644,0.0000002644,2,62
"Wed Jun  5 22:36:38 2019","BGRT","REL",0.0000000210,-0.0000000476,0.0000000525,0.0000000525,8,62
"Wed Jun  5 22:36:43 2019","BGRT","REL",0.0000000222,-0.0000000488,0.0000000524,0.0000000524,5,62
"Wed Jun  5 22:36:47 2019","BGRT","REL",0.0000000594,-0.0000001393,0.0000001317,0.0000001393,4,62
"Wed Jun  5 22:36:49 2019","BGRT","REL",0.0000000273,-0.0000000584,0.0000000585,0.0000000585,2,62
"Wed Jun  5 22:36:55 2019","BGRT","REL",0.0000000496,-0.0000001101,0.0000001164,0.0000001164,6,62
"Wed Jun  5 22:37:00 2019","BGRT","REL",0.0000000739,-0.0000002530,0.0000001999,0.0000002530,4,62
