"Average Error","Error LB","Error UB","Abs. Worst"
0.0000475243,-0.0002846158,0.0018997703,0.0018997703
4428998.5244316356,-77369885.7567696869,33319629.6240050010,77369885.7567696869
2417149.5567107778,-23967558.7312376872,36285142.8135916293,36285142.8135916293
0.0000000226,-0.0000000480,0.0000000549,0.0000000549
0.0000020894,-0.0000118829,0.0000276296,0.0000276296
347252.2006130685,-13981115.1105794255,1773101.6837487924,13981115.1105794255
249962.1933968967,-2024652.7069437031,8621961.6613736805,8621961.6613736805
47277.7803732062,-241487.1566100798,2057764.7521653848,2057764.7521653848
13365.7051046215,-36000.9828482812,174439.5669445926,174439.5669445926
1072.3887879431,-11622.5143950712,11723.6860180455,11723.6860180455
0.0000001952,-0.0000044538,0.0000008772,0.0000044538
0.0000013237,-0.0000196664,0.0000209281,0.0000209281
13.2010286884,-132.5018738158,264.6934653210,264.6934653210
23.1051587833,-157.5266015460,683.7728151231,683.7728151231
6.8318668459,-268.9568843492,15.2755897004,268.9568843492
0.2746048550,-5.3731017658,0.4030527850,5.3731017658
1.0779225469,-3.3689186196,24.9399031778,24.9399031778
0.0783468183,-1.3613381990,1.1530158853,1.3613381990
0.0280460033,-0.2652715631,0.3481306557,0.3481306557
0.0000005181,-0.0000043584,0.0000027697,0.0000043584
0.0000000694,-0.0000018580,0.0000002866,0.0000018580
0.0145501164,-0.2201584884,0.1511459391,0.2201584884
0.0081810114,-0.1467823064,0.1311937530,0.1467823064
0.0026935999,-0.0087858300,0.0469500305,0.0469500305
0.0324088752,-0.0156165704,1.9524120986,1.9524120986
0.0000925296,-0.0003460584,0.0009489793,0.0009489793
0.0002636681,-0.0040815794,0.0015823865,0.0040815794
0.0002776728,-0.0003668472,0.0119488924,0.0119488924
0.0000784884,-0.0003868537,0.0011257456,0.0011257456
0.0000011012,-0.0000096686,0.0000345373,0.0000345373
0.0000179026,-0.0002403620,0.0000787198,0.0002403620
0.0000151837,-0.0000521135,0.0005001087,0.0005001087
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
4250524777.0219440460,-255003890048.7604064941,1406419197.3966248035,255003890048.7604064941
219921865.8782060742,-830954797.5722181797,4079765484.5314941406,4079765484.5314941406
164605642.4314571023,-2026011238.8098354340,2445424385.8203811646,2445424385.8203811646
