"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 23:46:33 2019","BGRT","REL",0.0000000214,-0.0000000534,0.0000000460,0.0000000534,1,62
"Wed Jun  5 23:46:34 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Wed Jun  5 23:46:35 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Wed Jun  5 23:46:36 2019","BGRT","REL",0.0000000025,0.0000000000,0.0000001524,0.0000001524,1,62
"Wed Jun  5 23:46:37 2019","BGRT","REL",0.0000000013,-0.0000000830,0.0000000000,0.0000000830,1,62
"Wed Jun  5 23:46:38 2019","BGRT","REL",0.0000000001,-0.0000000047,0.0000000000,0.0000000047,1,62
"Wed Jun  5 23:46:42 2019","BGRT","REL",0.0000000062,-0.0000000918,0.0000001673,0.0000001673,3,62
"Wed Jun  5 23:46:45 2019","BGRT","REL",0.0000000107,-0.0000001112,0.0000001741,0.0000001741,3,62
"Wed Jun  5 23:46:46 2019","BGRT","REL",0.0000000309,-0.0000001482,0.0000002237,0.0000002237,1,62
"Wed Jun  5 23:46:47 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Wed Jun  5 23:46:48 2019","BGRT","REL",0.0000000955,-0.0000002226,0.0000002084,0.0000002226,1,62
"Wed Jun  5 23:46:49 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
"Wed Jun  5 23:46:50 2019","BGRT","REL",0.0000000273,-0.0000000826,0.0000000695,0.0000000826,1,62
"Wed Jun  5 23:46:52 2019","BGRT","REL",0.0000000307,-0.0000000998,0.0000000843,0.0000000998,1,62
"Wed Jun  5 23:46:53 2019","BGRT","REL",0.0000000451,-0.0000001155,0.0000001368,0.0000001368,1,62
"Wed Jun  5 23:46:54 2019","BGRT","REL",0.0000000365,-0.0000001005,0.0000001083,0.0000001083,1,62
"Wed Jun  5 23:46:55 2019","BGRT","REL",0.0000000370,-0.0000000948,0.0000000949,0.0000000949,1,62
"Wed Jun  5 23:46:57 2019","BGRT","REL",0.0000000256,-0.0000000702,0.0000000857,0.0000000857,2,62
"Wed Jun  5 23:46:58 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,62
