0 legendre_formula_-10000.000000_10000.000000,"Average Error","Error LB","Error UB","Abs. Worst"
10 legendre_formula_-10000.000000_10000.000000,0.0000000214,-0.0000000534,0.0000000460,0.0000000534
11 legendre_formula_-10000.000000_10000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12 legendre_formula_-10000.000000_10000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13 legendre_formula_-10000.000000_10000.000000,0.0000000025,0.0000000000,0.0000001524,0.0000001524
14 legendre_formula_-10000.000000_10000.000000,0.0000000013,-0.0000000830,0.0000000000,0.0000000830
15 legendre_formula_-10000.000000_10000.000000,0.0000000001,-0.0000000047,0.0000000000,0.0000000047
16 legendre_formula_-10000.000000_10000.000000,0.0000000062,-0.0000000918,0.0000001673,0.0000001673
17 legendre_formula_-10000.000000_10000.000000,0.0000000107,-0.0000001112,0.0000001741,0.0000001741
18 legendre_formula_-10000.000000_10000.000000,0.0000000309,-0.0000001482,0.0000002237,0.0000002237
1 legendre_formula_-10000.000000_10000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19 legendre_formula_-10000.000000_10000.000000,0.0000000955,-0.0000002226,0.0000002084,0.0000002226
2 legendre_formula_-10000.000000_10000.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3 legendre_formula_-10000.000000_10000.000000,0.0000000273,-0.0000000826,0.0000000695,0.0000000826
4 legendre_formula_-10000.000000_10000.000000,0.0000000307,-0.0000000998,0.0000000843,0.0000000998
5 legendre_formula_-10000.000000_10000.000000,0.0000000451,-0.0000001155,0.0000001368,0.0000001368
6 legendre_formula_-10000.000000_10000.000000,0.0000000365,-0.0000001005,0.0000001083,0.0000001083
7 legendre_formula_-10000.000000_10000.000000,0.0000000370,-0.0000000948,0.0000000949,0.0000000949
8 legendre_formula_-10000.000000_10000.000000,0.0000000256,-0.0000000702,0.0000000857,0.0000000857
,0.0000000000,0.0000000000,0.0000000000,0.0000000000
