"Log Time","RT Mode","Error Func.","Average Error","Error LB","Error UB","Abs. Worst","Elapse Time","# SVE"
"Wed Jun  5 22:42:36 2019","BGRT","REL",0.0000000197,-0.0000000386,0.0000000390,0.0000000390,4,62
"Wed Jun  5 22:42:39 2019","BGRT","REL",0.0000000216,-0.0000000534,0.0000000540,0.0000000540,3,62
"Wed Jun  5 22:42:45 2019","BGRT","REL",0.0000000301,-0.0000000773,0.0000000739,0.0000000773,5,62
"Wed Jun  5 22:42:48 2019","BGRT","REL",0.0000000210,-0.0000000622,0.0000000597,0.0000000622,3,62
"Wed Jun  5 22:42:53 2019","BGRT","REL",0.0000000226,-0.0000000450,0.0000000597,0.0000000597,5,62
"Wed Jun  5 22:42:56 2019","BGRT","REL",0.0000000305,-0.0000000799,0.0000000796,0.0000000799,3,62
"Wed Jun  5 22:42:59 2019","BGRT","REL",0.0000000221,-0.0000000658,0.0000000516,0.0000000658,3,62
"Wed Jun  5 22:43:07 2019","BGRT","REL",0.0000000260,-0.0000000658,0.0000000801,0.0000000801,8,62
"Wed Jun  5 22:43:10 2019","BGRT","REL",0.0000000277,-0.0000000567,0.0000000583,0.0000000583,3,62
"Wed Jun  5 22:43:16 2019","BGRT","REL",0.0000000211,-0.0000000596,0.0000000596,0.0000000596,5,62
"Wed Jun  5 22:43:21 2019","BGRT","REL",0.0000000291,-0.0000000731,0.0000000652,0.0000000731,5,62
"Wed Jun  5 22:43:28 2019","BGRT","REL",0.0000000000,0.0000000000,0.0000000000,0.0000000000,7,62
"Wed Jun  5 22:43:30 2019","BGRT","REL",0.0000000220,-0.0000000681,0.0000000566,0.0000000681,2,62
"Wed Jun  5 22:43:33 2019","BGRT","REL",0.0000000238,-0.0000000481,0.0000000477,0.0000000481,3,62
"Wed Jun  5 22:43:36 2019","BGRT","REL",0.0000000205,-0.0000000584,0.0000000668,0.0000000668,3,62
"Wed Jun  5 22:43:40 2019","BGRT","REL",0.0000000282,-0.0000000488,0.0000000546,0.0000000546,4,62
"Wed Jun  5 22:43:42 2019","BGRT","REL",0.0000000213,-0.0000000558,0.0000000535,0.0000000558,2,62
"Wed Jun  5 22:43:44 2019","BGRT","REL",0.0000000183,-0.0000000336,0.0000000382,0.0000000382,2,62
"Wed Jun  5 22:43:47 2019","BGRT","REL",0.0000000327,-0.0000001065,0.0000000978,0.0000001065,3,62
"Wed Jun  5 22:43:48 2019","BGRT","REL",0.0000000223,-0.0000000552,0.0000000465,0.0000000552,1,62
