0 laguerre_formula_-1.01_-0.99
10 laguerre_formula_-1.01_-0.99
11 laguerre_formula_-1.01_-0.99
12 laguerre_formula_-1.01_-0.99
13 laguerre_formula_-1.01_-0.99
14 laguerre_formula_-1.01_-0.99
15 laguerre_formula_-1.01_-0.99
16 laguerre_formula_-1.01_-0.99
17 laguerre_formula_-1.01_-0.99
18 laguerre_formula_-1.01_-0.99
1 laguerre_formula_-1.01_-0.99
19 laguerre_formula_-1.01_-0.99
2 laguerre_formula_-1.01_-0.99
3 laguerre_formula_-1.01_-0.99
4 laguerre_formula_-1.01_-0.99
5 laguerre_formula_-1.01_-0.99
6 laguerre_formula_-1.01_-0.99
7 laguerre_formula_-1.01_-0.99
8 laguerre_formula_-1.01_-0.99
9 laguerre_formula_-1.01_-0.99
